x_1,x_2,x_3,y
4.471501011973235,14.12931119774049,5.62010304607691,7.181913362649303
6.190388965711422,3.0715445698555,-0.4666154076458897,6.207950183873439
3.6459400417459147,7.697839324098925,6.363162112066766,7.333669671620626
-8.384830816647428,5.9769078467464745,3.3823952601375447,9.041348656013731
0.8973642923687543,11.53998205084229,7.68553695875148,7.737747800074219
-9.454276967960258,17.14015063642757,-1.655498044357462,9.598126210973431
4.475349643743839,6.184197828393995,5.616053668268742,7.181142892230519
3.109106280425732,19.94206036417955,13.559903071630503,13.911776061128826
6.783437262472878,15.285580768850776,-9.433250739669381,11.619003425913018
5.1317962738228955,14.224835444094499,-2.700187930211106,5.79882297147277
-3.997019799834334,7.461196333549461,7.334543963712003,8.35294573404448
-3.743769993585133,4.4942058634469575,-9.95519872618575,10.635873045628122
5.443834008320076,7.4598437990402635,-2.25142872376183,5.891032168331968
2.1592614820602622,1.5838207036185654,13.814382476685148,13.982116197487946
-7.647095520269956,13.45612495514324,4.533037467994312,8.889684954056197
11.13401862388718,12.502674490853716,-4.873244199499215,12.153801041033184
11.373197419841995,19.291513512029397,-4.405885662466898,12.196780231742801
-2.112002093436226,13.556087761720631,7.837625160848145,8.117199086177381
-6.072748655108082,15.368428343843217,6.137507306311717,8.634076219442745
-7.162593852912912,6.825409589959308,-7.288553028265853,10.218892109599219
9.163506100234638,20.50909098656788,-7.555757036625463,11.8768391605491
6.354180420440468,12.784172197082265,1.2831363896411834,6.482441500694812
3.067452375004896,10.694897352130202,6.765381158987634,7.428300364101336
0.3691684573417603,17.43511113448798,-11.022872701884546,11.029052903665283
-9.421411133233821,5.846989775416013,0.031232643178870888,9.421462902300371
6.35516500376386,14.952782110892134,0.7158882344848513,6.395359113399242
-5.879953824794686,4.451728368793921,6.284268446621599,8.606154012735393
6.2824987683018465,10.61959912465522,1.9887543878456397,6.589759843035974
-9.292806921687,0.49379005792040065,-2.861979539585485,9.723537801066017
12.556781235468756,18.618503818532243,-0.11392548428381669,12.557298037849925
6.359525055697481,19.152940210906827,1.1254202988464115,6.458338004711397
5.372545304990316,2.1066767656672107,12.64095994972126,13.73528709218087
-6.654216233352227,1.4018406621310724,5.638411607621349,8.721827740626816
-9.455796337618663,2.0102590656141217,-0.3572723121108335,9.462543415146033
-9.477127446361816,8.231219909957359,-0.9383111543932097,9.523464309642954
0.7208318424375166,18.420811305199752,-4.807479639018581,4.861219911159141
6.67698865518739,6.05115182630076,-9.495941172247637,11.608405413677149
0.8874636142397292,9.69928534541412,14.046060318404445,14.074068428668927
6.2434901992595675,19.865186982944643,-0.22306073778937607,6.247473566250074
5.490507427725991,20.020093711921817,-2.175754609805916,5.905893661081781
-3.1433617656614348,16.536718779731736,7.622417378382793,8.245117942157904
2.7850303564286394,13.387143985736602,-10.895515615069405,11.245828320068304
0.1295755060530172,10.803170024682583,-4.737959036648244,4.739730545582274
-2.7189613625459934,4.739631268000556,7.727928535131574,8.192290908843436
2.7658040930751113,6.290396590807588,-4.480520729374031,5.265428594864946
11.121868909484496,16.499864683648347,-4.895712246757361,12.151706318159926
-1.2356570615573785,10.203037835308889,7.912989886974749,8.008886147595137
3.7576146999065854,3.9259322375980945,-10.69247332675032,11.333519050860643
-9.310213227948227,19.996528450240938,0.7713772874473769,9.34211396148922
