x_1,x_2,y
0.5842022243484206,0.5842022243484206,africa
0.5478556936215476,0.5478556936215476,africa
0.5896227628051374,0.5896227628051374,africa
0.5662111443924956,0.5662111443924956,africa
0.5655102706148499,0.5655102706148499,africa
0.5368750047426915,0.5368750047426915,africa
0.5396523411684555,0.5396523411684555,africa
0.5982050305250493,0.5982050305250493,africa
0.5075905198336188,0.5075905198336188,africa
0.5528656288021772,0.5528656288021772,africa
0.5983496134347571,0.5983496134347571,africa
0.5172521505352439,0.5172521505352439,africa
0.5440245671669609,0.5440245671669609,africa
0.5113533265819477,0.5113533265819477,africa
0.47728345993151544,0.47728345993151544,africa
0.5342842034073382,0.5342842034073382,africa
0.5685279725232806,0.5685279725232806,africa
0.5631857668243277,0.5631857668243277,africa
0.5569766228019553,0.5569766228019553,africa
0.5392867814543906,0.5392867814543906,africa
0.5813538710848128,0.5813538710848128,africa
0.5872997135573231,0.5872997135573231,africa
0.5376404668732591,0.5376404668732591,africa
0.5107382419145456,0.5107382419145456,africa
0.5522353509544571,0.5522353509544571,africa
0.5446281875646211,0.5446281875646211,africa
0.5853123450045424,0.5853123450045424,africa
0.540458696373958,0.540458696373958,africa
0.5412219289721366,0.5412219289721366,africa
0.532720597804331,0.532720597804331,africa
0.5804963381324061,0.5804963381324061,africa
0.557806695570946,0.557806695570946,africa
0.5759735788076579,0.5759735788076579,africa
0.5697986808205072,0.5697986808205072,africa
0.5250535694406766,0.5250535694406766,africa
0.5620416432441528,0.5620416432441528,africa
0.5039585055213767,0.5039585055213767,africa
0.5455614372682986,0.5455614372682986,africa
0.5209801900533513,0.5209801900533513,africa
0.5620096619347243,0.5620096619347243,africa
0.5867210816349617,0.5867210816349617,africa
0.5714180317031158,0.5714180317031158,africa
0.5752876133110856,0.5752876133110856,africa
0.5823935423077367,0.5823935423077367,africa
0.5603031967501299,0.5603031967501299,africa
0.5866107682333244,0.5866107682333244,africa
0.48048220035922806,0.48048220035922806,africa
0.5679934006825926,0.5679934006825926,africa
0.574027296978334,0.574027296978334,africa
0.5578387744917973,0.5578387744917973,africa
0.5468173796493999,0.5468173796493999,africa
0.5910812494302609,0.5910812494302609,africa
0.5483178596695835,0.5483178596695835,africa
0.4846081635914441,0.4846081635914441,africa
0.5782963417455725,0.5782963417455725,africa
0.5449033994317667,0.5449033994317667,africa
0.5121190102776287,0.5121190102776287,africa
0.5855010013901555,0.5855010013901555,africa
0.566965973187663,0.566965973187663,africa
0.5592761922413167,0.5592761922413167,africa
0.5546539758901115,0.5546539758901115,africa
0.5251675544083039,0.5251675544083039,africa
0.5720064337358169,0.5720064337358169,africa
0.5556093009249745,0.5556093009249745,africa
0.5664772750407333,0.5664772750407333,africa
0.5676074990378396,0.5676074990378396,africa
0.5789760715071671,0.5789760715071671,africa
0.5740438437145815,0.5740438437145815,africa
0.5669588038986519,0.5669588038986519,africa
0.4918537142340409,0.4918537142340409,africa
0.5816281468945843,0.5816281468945843,africa
0.5312035594111606,0.5312035594111606,africa
0.5872289839549406,0.5872289839549406,africa
0.5827560126534236,0.5827560126534236,africa
0.5584885245942833,0.5584885245942833,africa
0.5837615429217325,0.5837615429217325,africa
0.5471689096299674,0.5471689096299674,africa
0.5506275873805531,0.5506275873805531,africa
0.583788348017994,0.583788348017994,africa
0.5081274328277359,0.5081274328277359,africa
0.604533876015914,0.604533876015914,africa
0.5552387414996283,0.5552387414996283,africa
0.5018857510676789,0.5018857510676789,africa
0.5621448957930448,0.5621448957930448,africa
0.6057157900850261,0.6057157900850261,africa
0.5599851506398861,0.5599851506398861,africa
0.5409943876870046,0.5409943876870046,africa
0.5847844159792049,0.5847844159792049,africa
0.5672861192957263,0.5672861192957263,africa
0.5285446747285769,0.5285446747285769,africa
0.5659221612931715,0.5659221612931715,africa
0.5703123713601852,0.5703123713601852,africa
0.5367462292031138,0.5367462292031138,africa
0.5522477788793226,0.5522477788793226,africa
0.5756023030033307,0.5756023030033307,africa
0.5085990975926836,0.5085990975926836,africa
0.5709114966835973,0.5709114966835973,africa
0.5072536964233644,0.5072536964233644,africa
0.5520548664941052,0.5520548664941052,africa
0.5457434930340963,0.5457434930340963,africa
0.5317621586394189,0.5317621586394189,africa
0.5771360979509429,0.5771360979509429,africa
0.5794328293933182,0.5794328293933182,africa
0.5173067111250053,0.5173067111250053,africa
0.5641452577118575,0.5641452577118575,africa
0.5205911620309945,0.5205911620309945,africa
0.5283044258580102,0.5283044258580102,africa
0.5732060595317918,0.5732060595317918,africa
0.568874189318825,0.568874189318825,africa
0.542748228554586,0.542748228554586,africa
0.5230011579335738,0.5230011579335738,africa
0.5679299922575879,0.5679299922575879,africa
0.5960441250371399,0.5960441250371399,africa
0.5049472606888457,0.5049472606888457,africa
0.5974065019111204,0.5974065019111204,africa
0.554143137761785,0.554143137761785,africa
0.5433343468728545,0.5433343468728545,africa
0.5936796084467574,0.5936796084467574,africa
0.5849690922802366,0.5849690922802366,africa
0.5308555295839943,0.5308555295839943,africa
0.5678845567133646,0.5678845567133646,africa
0.575419731651746,0.575419731651746,africa
0.5500800887018364,0.5500800887018364,africa
0.5891597795858367,0.5891597795858367,africa
0.5512003662623008,0.5512003662623008,africa
0.513116164775716,0.513116164775716,africa
0.5952716488977062,0.5952716488977062,africa
0.5846798304350536,0.5846798304350536,africa
0.5502466591808344,0.5502466591808344,africa
0.5346469560780117,0.5346469560780117,africa
0.5390306998339595,0.5390306998339595,africa
0.552946754671254,0.552946754671254,africa
0.5806640055121645,0.5806640055121645,africa
0.5614173296483458,0.5614173296483458,africa
0.5575698989671606,0.5575698989671606,africa
0.5539917869511143,0.5539917869511143,africa
0.5236468442773863,0.5236468442773863,africa
0.5575339383962657,0.5575339383962657,africa
0.5982587769707064,0.5982587769707064,africa
0.5538973656993037,0.5538973656993037,africa
0.5993195092749989,0.5993195092749989,africa
0.5453212500507543,0.5453212500507543,africa
0.5275725195452691,0.5275725195452691,africa
0.5386784520663105,0.5386784520663105,africa
0.5570058861890034,0.5570058861890034,africa
0.5469523274974913,0.5469523274974913,africa
0.5616046421853341,0.5616046421853341,africa
0.5337182722983402,0.5337182722983402,africa
0.5521112619496628,0.5521112619496628,africa
0.5441515623709027,0.5441515623709027,africa
0.5486738713968633,0.5486738713968633,africa
0.5455819779137074,0.5455819779137074,africa
0.5880168243163142,0.5880168243163142,africa
0.5408806676635438,0.5408806676635438,africa
0.5587404561242068,0.5587404561242068,africa
0.5419641572217041,0.5419641572217041,africa
0.5770048877257934,0.5770048877257934,africa
0.5667827422377617,0.5667827422377617,africa
0.568977370161939,0.568977370161939,africa
0.5307359811600345,0.5307359811600345,africa
0.595905775980404,0.595905775980404,africa
0.5090496844396122,0.5090496844396122,africa
0.5204335932223214,0.5204335932223214,africa
0.6077970873151067,0.6077970873151067,africa
0.5692788193525469,0.5692788193525469,africa
0.5106157883275451,0.5106157883275451,africa
0.49968426769768315,0.49968426769768315,africa
0.5740804836050323,0.5740804836050323,africa
0.5620912421354214,0.5620912421354214,africa
0.5377292669645989,0.5377292669645989,africa
0.5523731558603706,0.5523731558603706,africa
0.5954526548598831,0.5954526548598831,africa
0.5176824479434478,0.5176824479434478,africa
0.48187496844166444,0.48187496844166444,africa
0.5913931101399879,0.5913931101399879,africa
0.4798513342539904,0.4798513342539904,africa
0.549308605778755,0.549308605778755,africa
0.6046357466737999,0.6046357466737999,africa
0.5589847383101414,0.5589847383101414,africa
0.5798060344502725,0.5798060344502725,africa
0.5572641306644169,0.5572641306644169,africa
0.595671595879599,0.595671595879599,africa
0.571856527786016,0.571856527786016,africa
0.5845693124864489,0.5845693124864489,africa
0.558133400761664,0.558133400761664,africa
0.5302355056018561,0.5302355056018561,africa
0.5529729554703092,0.5529729554703092,africa
0.5784847944281012,0.5784847944281012,africa
0.4865942922694504,0.4865942922694504,africa
0.5613654224405388,0.5613654224405388,africa
0.5688001972560907,0.5688001972560907,africa
0.555101092426506,0.555101092426506,africa
0.5197653354516386,0.5197653354516386,africa
0.6097165091643001,0.6097165091643001,africa
0.4945404024855917,0.4945404024855917,africa
0.5577112487770616,0.5577112487770616,africa
0.5443944276059229,0.5443944276059229,africa
0.5376151905871028,0.5376151905871028,africa
0.5820835175560092,0.5820835175560092,africa
0.5319068745647195,0.5319068745647195,africa
0.5601906379509277,0.5601906379509277,africa
0.5417060772880945,0.5417060772880945,africa
0.5016136146853173,0.5016136146853173,africa
0.5976957451619509,0.5976957451619509,africa
0.5486347904349855,0.5486347904349855,africa
0.5838586882105461,0.5838586882105461,africa
0.5553367535078486,0.5553367535078486,africa
0.5333516721612388,0.5333516721612388,africa
0.5835784327791367,0.5835784327791367,africa
0.6059716441537878,0.6059716441537878,africa
0.5084612438500089,0.5084612438500089,africa
0.5426383632909652,0.5426383632909652,africa
0.5017950398866354,0.5017950398866354,africa
0.5484878095594092,0.5484878095594092,africa
0.5398635638910073,0.5398635638910073,africa
0.5821701593405721,0.5821701593405721,africa
0.5435824521340489,0.5435824521340489,africa
0.5812417943266517,0.5812417943266517,africa
0.5217603844884549,0.5217603844884549,africa
0.5299844832693468,0.5299844832693468,africa
0.5323348882821924,0.5323348882821924,africa
0.5765086157402638,0.5765086157402638,africa
0.534396558944103,0.534396558944103,africa
0.5126090344634339,0.5126090344634339,africa
0.540014496825249,0.540014496825249,africa
0.5613007883162147,0.5613007883162147,africa
0.5133399602122491,0.5133399602122491,africa
0.503298081868643,0.503298081868643,africa
0.5666085315349361,0.5666085315349361,africa
0.5469807407701274,0.5469807407701274,africa
0.4971115234280702,0.4971115234280702,africa
0.5362992039940985,0.5362992039940985,africa
0.559960135170412,0.559960135170412,africa
0.5924546944584619,0.5924546944584619,africa
0.5877087948871619,0.5877087948871619,africa
0.5451725142052586,0.5451725142052586,africa
0.5541132120880412,0.5541132120880412,africa
0.5979175477349712,0.5979175477349712,africa
0.557959276653206,0.557959276653206,africa
0.508712661584084,0.508712661584084,africa
0.5712885364718767,0.5712885364718767,africa
0.5193239401315695,0.5193239401315695,africa
0.575686422912323,0.575686422912323,africa
0.5045763034390895,0.5045763034390895,africa
0.5661944343112868,0.5661944343112868,africa
0.5587263037082587,0.5587263037082587,africa
0.570900008517859,0.570900008517859,africa
0.5466944700357265,0.5466944700357265,africa
0.5430938738470384,0.5430938738470384,africa
0.5880270508857154,0.5880270508857154,africa
0.5174879098595957,0.5174879098595957,africa
0.559741177554753,0.559741177554753,africa
0.5652448441802317,0.5652448441802317,africa
0.5253586522788901,0.5253586522788901,africa
0.5147118256051102,0.5147118256051102,africa
0.585340716676303,0.585340716676303,africa
0.4912439823336415,0.4912439823336415,africa
0.5913389764293882,0.5913389764293882,africa
0.5602003944765606,0.5602003944765606,africa
0.5420548661428733,0.5420548661428733,africa
0.5258220488525085,0.5258220488525085,africa
0.6091526911770215,0.6091526911770215,africa
0.5767719831092093,0.5767719831092093,africa
